Unnamed: 0,index,IUPAC,isomeric_SMILES,BaseMaterial,Alloy,Method,AggressiveComponent,Operating_Concentration_mM,IE,References,Year,Journal,canonical_SMILES,transformed_IE,transformed_smiles,transformed_alloy,transformed_base_material
2214,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,HPMg50ppmFe,H2 evolution,0.5 wt.% NaCl,50.0,52,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,59.7936464675983,Aarbaaa{~B}arB,SAMPLE_27,BASE_4
2215,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,WE43,H2 evolution,0.5 wt.% NaCl,50.0,-20,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,68.6680005772414,Aarbaaa{~B}arB,SAMPLE_33,BASE_4
2216,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,ZE41,H2 evolution,0.5 wt.% NaCl,50.0,9,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,65.98879370832702,Aarbaaa{~B}arB,SAMPLE_34,BASE_4
2217,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,E21,H2 evolution,0.5 wt.% NaCl,50.0,-589,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,85.59510424527149,Aarbaaa{~B}arB,SAMPLE_26,BASE_4
2218,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,AZ31,H2 evolution,0.5 wt.% NaCl,50.0,-183,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,76.97736963400229,Aarbaaa{~B}arB,SAMPLE_16,BASE_4
2219,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,AZ91,H2 evolution,0.5 wt.% NaCl,50.0,-168,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,76.44992067855335,Aarbaaa{~B}arB,SAMPLE_17,BASE_4
2220,604,3-hydroxy-2-methylpyran-4-one(Maltol; Larixinic acid;3-Hydroxy-2-methyl-4-pyrone),Cc1occc(=O)c1O,Mg,AM50,H2 evolution,0.5 wt.% NaCl,50.0,-408,(Lamaka et al.;2017),2017,Corrosion Science,Cc1occc(=O)c1O,82.64347928882971,Aarbaaa{~B}arB,SAMPLE_14,BASE_4
2221,605,(2S;5R;6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1;2-oxazole-4-carbonyl]amino]-3;3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid(Flucoxacillin),Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Al,pure,potentiodynamic polarization,2.0M HCl,0.4406460752755688,52.1,Abdallah,2004,Corrosion Science,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,59.77344815885688,Aarbda{Maea{G}aaaaeZ}arA{~B}D<A**H>rA{~B}De<A**H>rEA{A}{A}<A**H>eA{~B}B,SAMPLE_38,BASE_1
2222,605,(2S;5R;6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1;2-oxazole-4-carbonyl]amino]-3;3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid(Flucoxacillin),Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Al,pure,potentiodynamic polarization,2.0M HCl,0.8812921505511377,63.9,Abdallah,2004,Corrosion Science,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,57.03428670922762,Aarbda{Maea{G}aaaaeZ}arA{~B}D<A**H>rA{~B}De<A**H>rEA{A}{A}<A**H>eA{~B}B,SAMPLE_38,BASE_1
2223,605,(2S;5R;6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1;2-oxazole-4-carbonyl]amino]-3;3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid(Flucoxacillin),Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Al,pure,potentiodynamic polarization,2.0M HCl,1.3219382258267065,69.8,Abdallah,2004,Corrosion Science,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,55.305974082926944,Aarbda{Maea{G}aaaaeZ}arA{~B}D<A**H>rA{~B}De<A**H>rEA{A}{A}<A**H>eA{~B}B,SAMPLE_38,BASE_1
2224,605,(2S;5R;6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1;2-oxazole-4-carbonyl]amino]-3;3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid(Flucoxacillin),Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Al,pure,potentiodynamic polarization,2.0M HCl,1.7625843011022757,78.1,Abdallah,2004,Corrosion Science,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,52.19362063702216,Aarbda{Maea{G}aaaaeZ}arA{~B}D<A**H>rA{~B}De<A**H>rEA{A}{A}<A**H>eA{~B}B,SAMPLE_38,BASE_1
